,date,rates
WST,2022-02-01,2.944816
XAF,2022-02-01,656.026913
XAG,2022-02-01,0.049821
XAU,2022-02-01,0.0006259999999999999
XCD,2022-02-01,3.046504
XDR,2022-02-01,0.810086
XOF,2022-02-01,657.759904
XPF,2022-02-01,120.05491
YER,2022-02-01,282.099507
ZAR,2022-02-01,17.213869
ZMK,2022-02-01,10146.788909
ZMW,2022-02-01,20.406475
ZWL,2022-02-01,362.980523
AED,2022-01-01,4.176782
AFN,2022-01-01,117.979297
ALL,2022-01-01,121.277018
AMD,2022-01-01,546.096265
ANG,2022-01-01,2.049808
AOA,2022-01-01,626.101357
ARS,2022-01-01,116.773434
AUD,2022-01-01,1.564485
AWG,2022-01-01,2.046862
AZN,2022-01-01,1.937662
BAM,2022-01-01,1.965137
BBD,2022-01-01,2.296476
